occurrenceID,verbatimMeasurementType,measurementType,measurementValue,measurementUnit
TANGO_2-DIV_19-S9_O4-2170,sizeAmbitus,Size ambitus of sea urchin in mm,60,mm
TANGO_2-DIV_19-S9_O4-2170,height,Height of sea urchin in mm,31,mm
TANGO_2-DIV_19-S9_O4-2170,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.69,per mille
TANGO_2-DIV_19-S9_O4-2170,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.27,per mille
TANGO_2-DIV_19-S9_O4-2170,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.67,per mille
TANGO_2-DIV_19-S9_O5-2171,sizeAmbitus,Size ambitus of sea urchin in mm,48,mm
TANGO_2-DIV_19-S9_O5-2171,height,Height of sea urchin in mm,26,mm
TANGO_2-DIV_19-S9_O5-2171,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-19.17,per mille
TANGO_2-DIV_19-S9_O5-2171,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",7.96,per mille
TANGO_2-DIV_19-S9_O5-2171,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.48,per mille
TANGO_2-DIV_19-S9_O6-2172,sizeAmbitus,Size ambitus of sea urchin in mm,51,mm
TANGO_2-DIV_19-S9_O6-2172,height,Height of sea urchin in mm,26,mm
TANGO_2-DIV_19-S9_O6-2172,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.48,per mille
TANGO_2-DIV_19-S9_O6-2172,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.49,per mille
TANGO_2-DIV_19-S9_O6-2172,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.25,per mille
TANGO_2-DIV_19-S9_O7-2173,sizeAmbitus,Size ambitus of sea urchin in mm,46,mm
TANGO_2-DIV_19-S9_O7-2173,height,Height of sea urchin in mm,26,mm
TANGO_2-DIV_19-S9_O7-2173,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-19.13,per mille
TANGO_2-DIV_19-S9_O7-2173,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.32,per mille
TANGO_2-DIV_19-S9_O7-2173,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.55,per mille
TANGO_2-DIV_19-S9_O8-2174,sizeAmbitus,Size ambitus of sea urchin in mm,56,mm
TANGO_2-DIV_19-S9_O8-2174,height,Height of sea urchin in mm,34,mm
TANGO_2-DIV_19-S9_O8-2174,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-20.19,per mille
TANGO_2-DIV_19-S9_O8-2174,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.75,per mille
TANGO_2-DIV_19-S9_O8-2174,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.52,per mille
TANGO_2-DIV_19-S9_O9-2175,sizeAmbitus,Size ambitus of sea urchin in mm,52,mm
TANGO_2-DIV_19-S9_O9-2175,height,Height of sea urchin in mm,32,mm
TANGO_2-DIV_19-S9_O9-2175,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-19.08,per mille
TANGO_2-DIV_19-S9_O9-2175,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.03,per mille
TANGO_2-DIV_19-S9_O9-2175,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.18,per mille
TANGO_2-DIV_19-S9_O10-2176,sizeAmbitus,Size ambitus of sea urchin in mm,49,mm
TANGO_2-DIV_19-S9_O10-2176,height,Height of sea urchin in mm,28,mm
TANGO_2-DIV_19-S9_O10-2176,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.6,per mille
TANGO_2-DIV_19-S9_O10-2176,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",7.83,per mille
TANGO_2-DIV_19-S9_O10-2176,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.2,per mille
TANGO_2-DIV_19-S9_O11-2177,sizeAmbitus,Size ambitus of sea urchin in mm,42,mm
TANGO_2-DIV_19-S9_O11-2177,height,Height of sea urchin in mm,27,mm
TANGO_2-DIV_19-S9_O11-2177,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.78,per mille
TANGO_2-DIV_19-S9_O11-2177,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.22,per mille
TANGO_2-DIV_19-S9_O11-2177,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.64,per mille
TANGO_2-DIV_19-S9_O13-2179,sizeAmbitus,Size ambitus of sea urchin in mm,47,mm
TANGO_2-DIV_19-S9_O13-2179,height,Height of sea urchin in mm,26,mm
TANGO_2-DIV_19-S9_O13-2179,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.76,per mille
TANGO_2-DIV_19-S9_O13-2179,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.52,per mille
TANGO_2-DIV_19-S9_O13-2179,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16,per mille
TANGO_2-DIV_19-S9_O14-2180,sizeAmbitus,Size ambitus of sea urchin in mm,49,mm
TANGO_2-DIV_19-S9_O14-2180,height,Height of sea urchin in mm,23,mm
TANGO_2-DIV_19-S9_O14-2180,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.06,per mille
TANGO_2-DIV_19-S9_O14-2180,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.21,per mille
TANGO_2-DIV_19-S9_O14-2180,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.09,per mille
TANGO_2-DIV_19-S9_O16-2182,sizeAmbitus,Size ambitus of sea urchin in mm,53,mm
TANGO_2-DIV_19-S9_O16-2182,height,Height of sea urchin in mm,30,mm
TANGO_2-DIV_19-S9_O16-2182,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.67,per mille
TANGO_2-DIV_19-S9_O16-2182,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.38,per mille
TANGO_2-DIV_19-S9_O16-2182,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.19,per mille
TANGO_2-DIV_19-S9_O17-2183,sizeAmbitus,Size ambitus of sea urchin in mm,43,mm
TANGO_2-DIV_19-S9_O17-2183,height,Height of sea urchin in mm,21,mm
TANGO_2-DIV_19-S9_O17-2183,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-19.34,per mille
TANGO_2-DIV_19-S9_O17-2183,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.22,per mille
TANGO_2-DIV_19-S9_O17-2183,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.08,per mille
TANGO_2-DIV_19-S9_O19-2184,sizeAmbitus,Size ambitus of sea urchin in mm,50,mm
TANGO_2-DIV_19-S9_O19-2184,height,Height of sea urchin in mm,24,mm
TANGO_2-DIV_19-S9_O19-2184,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-19.15,per mille
TANGO_2-DIV_19-S9_O19-2184,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.11,per mille
TANGO_2-DIV_19-S9_O19-2184,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.9,per mille
TANGO_2-DIV_19-S9_O20-2185,sizeAmbitus,Size ambitus of sea urchin in mm,47,mm
TANGO_2-DIV_19-S9_O20-2185,height,Height of sea urchin in mm,24,mm
TANGO_2-DIV_19-S9_O20-2185,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-23.63,per mille
TANGO_2-DIV_19-S9_O20-2185,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.55,per mille
TANGO_2-DIV_19-S9_O20-2185,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",18.28,per mille
TANGO_2-DIV_19-S9_O21-2186,sizeAmbitus,Size ambitus of sea urchin in mm,54,mm
TANGO_2-DIV_19-S9_O21-2186,height,Height of sea urchin in mm,33,mm
TANGO_2-DIV_19-S9_O21-2186,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-17.5,per mille
TANGO_2-DIV_19-S9_O21-2186,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.58,per mille
TANGO_2-DIV_19-S9_O21-2186,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.77,per mille
TANGO_2-DIV_26-S10_O1-3415,sizeAmbitus,Size ambitus of sea urchin in mm,41,mm
TANGO_2-DIV_26-S10_O1-3415,height,Height of sea urchin in mm,25,mm
TANGO_2-DIV_26-S10_O1-3415,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-10.78,per mille
TANGO_2-DIV_26-S10_O1-3415,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.64,per mille
TANGO_2-DIV_26-S10_O1-3415,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.35,per mille
TANGO_2-DIV_26-S10_O2-3416,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_2-DIV_26-S10_O2-3416,height,Height of sea urchin in mm,20,mm
TANGO_2-DIV_26-S10_O2-3416,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.2,per mille
TANGO_2-DIV_26-S10_O2-3416,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.78,per mille
TANGO_2-DIV_26-S10_O2-3416,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",13.08,per mille
TANGO_2-DIV_26-S10_O3-3417,sizeAmbitus,Size ambitus of sea urchin in mm,32,mm
TANGO_2-DIV_26-S10_O3-3417,height,Height of sea urchin in mm,19,mm
TANGO_2-DIV_26-S10_O3-3417,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.4,per mille
TANGO_2-DIV_26-S10_O3-3417,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.52,per mille
TANGO_2-DIV_26-S10_O3-3417,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.19,per mille
TANGO_2-DIV_26-S10_O4-3418,sizeAmbitus,Size ambitus of sea urchin in mm,44,mm
TANGO_2-DIV_26-S10_O4-3418,height,Height of sea urchin in mm,27,mm
TANGO_2-DIV_26-S10_O4-3418,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-10.87,per mille
TANGO_2-DIV_26-S10_O4-3418,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.43,per mille
TANGO_2-DIV_26-S10_O4-3418,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.87,per mille
TANGO_2-DIV_26-S10_O5-3419,sizeAmbitus,Size ambitus of sea urchin in mm,32,mm
TANGO_2-DIV_26-S10_O5-3419,height,Height of sea urchin in mm,20,mm
TANGO_2-DIV_26-S10_O5-3419,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.52,per mille
TANGO_2-DIV_26-S10_O5-3419,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.3,per mille
